App,Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size in MB
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,100000,Paid,4.99,Everyone,Business,25-03-2018,1.5.2,4.0 and up,6.8
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,100000,Paid,4.99,Everyone,Business,11-04-2017,3.4.6,3.0 and up,39.0
Zenefits,BUSINESS,4.2,296,50000,Free,0.0,Everyone,Business,15-06-2018,3.2.1,4.1 and up,14.0
Google Ads,BUSINESS,4.3,29313,5000000,Free,0.0,Everyone,Business,30-07-2018,1.12.0,4.0.3 and up,20.0
FreshBooks Classic,BUSINESS,4.1,1802,100000,Free,0.0,Everyone,Business,18-04-2018,1.7.14,4.2 and up,26.0
Insightly CRM,BUSINESS,3.8,1383,100000,Free,0.0,Everyone,Business,12-07-2018,3.24.1,5.0 and up,51.0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,1000000,Free,0.0,Everyone,Business,13-07-2018,18.7,4.1 and up,41.0
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,500000,Free,0.0,Everyone,Business,03-07-2018,3.19.005,4.1 and up,20.0
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,500000,Free,0.0,Everyone,Business,25-07-2018,4.9.1,5.0 and up,12.0
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,500000,Free,0.0,Everyone,Business,20-07-2018,6.1.2,4.0.3 and up,48.0
Asana: organize team projects,BUSINESS,4.3,20815,1000000,Free,0.0,Everyone,Business,26-07-2018,6.4.4,5.0 and up,10.0
Google Analytics,BUSINESS,4.5,78662,1000000,Free,0.0,Everyone,Business,13-02-2018,3.7.5,4.4 and up,22.0
AdWords Express,BUSINESS,4.1,7149,1000000,Free,0.0,Everyone,Business,31-07-2018,2.6.158,4.0 and up,11.0
Accounting App - Zoho Books,BUSINESS,4.5,3079,100000,Free,0.0,Everyone,Business,02-08-2018,5.20.7,4.1 and up,8.5
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,100000,Free,0.0,Everyone,Business,02-08-2018,5.20.7,4.1 and up,8.6
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,1000000,Free,0.0,Everyone,Business,01-08-2018,10.46.2,4.1 and up,28.0
Cisco Webex Meetings,BUSINESS,4.4,108741,10000000,Free,0.0,Everyone,Business,20-07-2018,11.1.0,4.3 and up,28.0
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,100000,Free,0.0,Everyone,Business,22-03-2018,1.2.287,5.0 and up,9.0
Cisco Webex Teams,BUSINESS,4.2,1661,100000,Free,0.0,Everyone,Business,02-08-2018,3.0.4651,4.4 and up,46.0
Start Meeting,BUSINESS,4.1,308,50000,Free,0.0,Everyone,Business,29-05-2018,3.1.4.0,4.0.3 and up,14.0
ClickMeeting Webinars,BUSINESS,3.8,5211,1000000,Free,0.0,Everyone,Business,30-07-2018,3.3.0,4.0 and up,26.0
BlueJeans for Android,BUSINESS,3.9,1058,500000,Free,0.0,Everyone,Business,29-06-2018,2.22.397,5.0 and up,23.0
Verify - Receipts & Expenses,BUSINESS,4.5,413,10000,Free,0.0,Everyone,Business,25-07-2018,2.0.19,5.0 and up,29.0
Manga Master - Best manga & comic reader,COMICS,4.6,24005,500000,Free,0.0,Adults only 18+,Comics,04-07-2018,1.1.7.0,4.1 and up,4.9
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,1000000,Free,0.0,Teen,Comics,23-07-2018,2.11.3,4.1 and up,27.0
Röhrich Werner Soundboard,COMICS,4.7,2249,500000,Free,0.0,Everyone,Comics,16-11-2017,1.08,4.0.3 and up,32.0
Unicorn Pokez - Color By Number,COMICS,4.8,516,50000,Free,0.0,Everyone,Comics;Creativity,03-08-2018,1.0.6,4.4 and up,12.0
MangaToon - Comics updated Daily,COMICS,3.9,834,50000,Free,0.0,Mature 17+,Comics,01-08-2018,1.0.8,4.1 and up,15.0
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,50000,Free,0.0,Mature 17+,Comics,07-07-2018,1.5,4.1 and up,11.0
Manga Rock - Best Manga Reader,COMICS,4.4,238970,1000000,Free,0.0,Teen,Comics,09-07-2018,3.4.3_world,5.0 and up,28.0
Manga - read Thai translation,COMICS,4.6,302,10000,Free,0.0,Teen,Comics,03-07-2018,1.0,4.0 and up,2.2
The Vietnam Story - Fun Stories,COMICS,4.5,438,10000,Free,0.0,Everyone,Comics,27-12-2017,1.0,2.3 and up,3.4
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,10000,Free,0.0,Everyone,Comics,23-07-2018,1.9,4.0.3 and up,8.3
Funny Jokes Photos,COMICS,4.4,39,10000,Free,0.0,Everyone 10+,Comics,03-07-2018,1.1,4.2 and up,4.3
Truyện Vui Tý Quậy,COMICS,4.5,144,10000,Free,0.0,Everyone,Comics,19-07-2018,3.0,4.0.3 and up,4.7
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,100000,Free,0.0,Teen,Comics,05-03-2018,1.2.12,4.0.3 and up,10.0
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,5000000,Free,0.0,Teen,Comics,03-07-2018,6.3.0,4.0.3 and up,15.0
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,100000,Free,0.0,Mature 17+,Comics,18-05-2018,1.0,4.0.3 and up,7.1
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,1000000,Free,0.0,Mature 17+,Comics,06-07-2018,2.3.1,4.0.3 and up,21.0
Emmanuella Funny Videos 2018,COMICS,4.5,314,100000,Free,0.0,Everyone,Comics,23-05-2018,3.1.0,4.1 and up,6.1
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,1000000,Free,0.0,Teen,Comics,19-07-2018,4.7.3,4.2 and up,15.0
Marvel Unlimited,COMICS,3.7,22551,1000000,Free,0.0,Teen,Comics,24-07-2018,3.16.0,4.4 and up,11.0
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,1000000,Free,0.0,Teen,Comics,31-07-2018,4.1.0,4.4 and up,29.0
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,100000,Free,0.0,Everyone,Comics,18-12-2017,1.6,4.0 and up,3.3
Faustop Sounds,COMICS,4.7,1677,100000,Free,0.0,Everyone,Comics,26-05-2018,1.7.7,4.1 and up,40.0
Manga Mania - Best online manga reader,COMICS,4.4,757,10000,Free,0.0,Teen,Comics,24-05-2018,1.0,4.1 and up,10.0
#NAME?,COMICS,3.5,115,10000,Free,0.0,Mature 17+,Comics,13-07-2018,5.0.12,5.0 and up,9.1
Manga AZ - Manga Comic Reader,COMICS,3.3,125,5000,Free,0.0,Teen,Comics,24-07-2018,1.0.4,4.0.3 and up,4.7
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,500000,Free,0.0,Everyone 10+,Comics,31-07-2018,4.3.0,4.1 and up,38.0
Funny Jokes and Stories 2018,COMICS,4.2,21,5000,Free,0.0,Everyone,Comics,31-03-2018,1.3,4.0 and up,6.7
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,1000,Free,0.0,Everyone,Comics,26-06-2018,2.0,4.0.3 and up,37.0
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,10000,Free,0.0,Teen,Comics,16-06-2018,1.01,4.0.3 and up,7.8
think Comics,COMICS,4.4,1006,50000,Free,0.0,Everyone,Comics,03-08-2018,2.3.3,4.0.3 and up,19.0
Memes Button,COMICS,4.4,5968,1000000,Free,0.0,Everyone,Comics,28-05-2018,1.4,4.0 and up,5.7
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,100000,Free,0.0,Everyone,Comics,02-08-2018,2.4.25,4.4 and up,35.0
Messenger for SMS,COMMUNICATION,4.3,125257,10000000,Free,0.0,Teen,Communication,06-06-2018,1.8.9,4.1 and up,17.0
My Tele2,COMMUNICATION,4.3,158679,5000000,Free,0.0,Everyone,Communication,03-08-2018,2.4.1,4.4 and up,8.8
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,100000000,Free,0.0,Everyone,Communication,18-07-2018,5.29.3,4.4 and up,16.0
imo beta free calls and text,COMMUNICATION,4.3,659395,100000000,Free,0.0,Everyone,Communication,07-06-2018,9.8.000000010492,4.0 and up,11.0
imo free video calls and chat,COMMUNICATION,4.3,4785892,500000000,Free,0.0,Everyone,Communication,08-06-2018,9.8.000000010501,4.0 and up,11.0
Call Free – Free Call,COMMUNICATION,4.3,30209,5000000,Free,0.0,Everyone,Communication,28-07-2018,1.3.4,4.1 and up,15.0
Web Browser & Explorer,COMMUNICATION,4.0,36901,5000000,Free,0.0,Everyone,Communication,04-07-2018,11.8.6,4.0.3 - 7.1.1,6.6
Browser 4G,COMMUNICATION,4.3,192948,10000000,Free,0.0,Everyone,Communication,19-06-2018,24.6.6,4.0.3 - 7.1.1,6.6
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,10000000,Free,0.0,Everyone,Communication,02-07-2018,3.2.0.100171,4.1 and up,5.1
TracFone My Account,COMMUNICATION,3.6,20769,1000000,Free,0.0,Everyone,Communication,11-07-2018,R6.0.3,4.1 and up,18.0
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,1000000,Free,0.0,Everyone,Communication,06-07-2018,5.2,5.0 and up,4.0
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,10000000,Free,0.0,Mature 17+,Communication,02-08-2018,6.7.9.1,4.0.3 and up,37.0
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,5000000,Free,0.0,Everyone,Communication,31-07-2018,1.60.0.31354-release,4.0.3 and up,22.0
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,100000000,Free,0.0,Teen,Communication,18-07-2018,11.4.0,4.0 and up,3.3
WhatsApp Business,COMMUNICATION,4.4,136662,10000000,Free,0.0,Everyone,Communication,30-07-2018,2.18.116,4.0.3 and up,32.0
My magenta,COMMUNICATION,3.9,42370,1000000,Free,0.0,Everyone,Communication,25-06-2018,7.5.1,5.0 and up,37.0
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,100000,Free,0.0,Everyone,Communication,16-07-2018,2.1,4.1 and up,17.0
Omlet Chat,COMMUNICATION,3.9,40751,10000000,Free,0.0,Teen,Communication,04-11-2016,2.2.7600,4.0.3 and up,35.0
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,500000000,Free,0.0,Teen,Communication,02-08-2018,12.8.5.1121,4.0 and up,40.0
My Vodacom SA,COMMUNICATION,3.7,25021,5000000,Free,0.0,Everyone,Communication,26-06-2018,9.9.0,4.3 and up,61.0
Microsoft Edge,COMMUNICATION,4.3,27187,5000000,Free,0.0,Everyone,Communication,28-07-2018,42.0.0.2059,4.4 and up,66.0
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,10000000,Free,0.0,Everyone,Communication,02-09-2015,0.1.100944346,4.0.3 and up,0.0771484375
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,10000000,Free,0.0,Everyone,Communication,18-07-2018,6.1,4.2 and up,25.0
Calls & Text by Mo+,COMMUNICATION,4.2,83239,5000000,Free,0.0,Everyone,Communication,19-04-2018,3.0.4,4.0 and up,14.0
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,100000000,Free,0.0,Everyone,Communication,01-08-2018,7.73,4.0 and up,24.0
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,1000000,Free,0.0,Everyone,Communication,02-08-2018,4.98,2.3 and up,17.0
chomp SMS,COMMUNICATION,4.3,335646,10000000,Free,0.0,Everyone,Communication,26-07-2018,7.21,2.3 and up,8.3
Text SMS,COMMUNICATION,4.5,349384,10000000,Free,0.0,Everyone,Communication,24-07-2018,3.47,4.0.3 and up,8.2
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,1000000,Free,0.0,Everyone,Communication,30-07-2018,6.5.1,4.0.3 and up,8.4
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,1000000,Free,0.0,Everyone,Communication,03-08-2018,5.65.0,4.0 and up,32.0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,50000000,Free,0.0,Everyone,Communication,31-07-2018,5.22.18.0006,4.0 and up,6.1
Ninesky Browser,COMMUNICATION,4.2,42925,1000000,Free,0.0,Everyone,Communication,27-08-2017,6.1,2.3 and up,2.8
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,1000000,Free,0.0,Everyone,Communication,20-03-2018,1.4.1.0,4.0.3 and up,2.2
Web Browser for Android,COMMUNICATION,4.1,55098,1000000,Free,0.0,Everyone,Communication,20-06-2018,2.2,4.0 and up,4.3
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,10000000,Free,0.0,Everyone,Communication,01-04-2016,6.4.0.4,4.0 and up,4.7
Lightning Web Browser,COMMUNICATION,4.1,12578,500000,Free,0.0,Everyone,Communication,10-07-2017,4.5.1,4.0 and up,2.3
Web Browser,COMMUNICATION,4.2,10965,500000,Free,0.0,Everyone,Communication,02-02-2015,2.0,3.0 and up,2.3
Contacts+,COMMUNICATION,4.2,190613,10000000,Free,0.0,Everyone,Communication,31-07-2018,5.85.1,4.0.3 and up,11.0
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,10000000,Free,0.0,Everyone,Communication,05-03-2017,196,2.1 and up,2.7
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,1000000,Free,0.0,Everyone,Communication,18-04-2018,3.0.7,4.0 and up,13.0
Safest Call Blocker,COMMUNICATION,4.4,27540,1000000,Free,0.0,Everyone,Communication,05-01-2018,1.26.001,4.0 and up,3.7
Full Screen Caller ID,COMMUNICATION,4.2,104990,5000000,Free,0.0,Everyone,Communication,15-05-2018,3.5.0,4.0.3 and up,10.0
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,10000000,Free,0.0,Mature 17+,Communication,25-07-2018,8.1.2-6310,5.0 and up,13.0
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,10000000,Free,0.0,Mature 17+,Communication,13-07-2018,5.1.2-6310,5.0 and up,13.0
Should I Answer?,COMMUNICATION,4.8,237468,1000000,Free,0.0,Everyone,Communication,26-07-2018,2018.1.715,4.0 and up,8.8
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,1000000,Free,0.0,Everyone,Communication,04-12-2017,3.9.7,2.1 and up,5.5
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,10000000,Free,0.0,Everyone,Communication,29-07-2018,1.286,4.1 and up,20.0
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,10000000,Free,0.0,Everyone,Communication,01-08-2018,6.19.1,4.1 and up,29.0
Call Control - Call Blocker,COMMUNICATION,4.4,93825,5000000,Free,0.0,Everyone,Communication,05-07-2018,2.17.3,4.1 and up,11.0
Video Caller Id,COMMUNICATION,4.2,15287,1000000,Free,0.0,Everyone,Communication,24-01-2018,2.2.245,4.0.3 and up,17.0
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,5000000,Free,0.0,Everyone,Communication,26-07-2018,4.5.4,4.1 and up,17.0
Caller ID +,COMMUNICATION,4.0,9498,1000000,Free,0.0,Everyone,Communication,07-06-2016,5.28.0,2.3 and up,0.115234375
K-9 Mail,COMMUNICATION,4.2,88427,5000000,Free,0.0,Everyone,Communication,06-01-2018,5.403,4.0.3 and up,5.1
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,1000000,Free,0.0,Everyone,Communication,01-08-2018,1.9.4.74,4.1 and up,44.0
All Email Providers,COMMUNICATION,4.1,20901,1000000,Free,0.0,Everyone,Communication,03-04-2018,5.0.9,4.1 and up,7.3
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,1000000,Free,0.0,Everyone,Communication,19-07-2018,9.8.376,5.0 and up,30.0
GO Notifier,COMMUNICATION,4.2,124346,10000000,Free,0.0,Everyone,Communication,06-07-2014,2.8,2.0 and up,0.6787109375
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,10000,Free,0.0,Everyone,Communication,11-04-2017,2.3,2.2 and up,1.6
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,5000000,Free,0.0,Everyone,Communication,21-06-2018,3.2.0,4.0 and up,19.0
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,1000000,Free,0.0,Everyone,Communication,28-09-2016,2.9.8,2.3.3 and up,23.0
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,5000000,Free,0.0,Everyone,Communication,04-08-2018,7.2.29,4.0.3 and up,26.0
Calculator,DATING,2.6,57,1000,Paid,6.99,Everyone,Dating,25-10-2017,1.1.6,4.0 and up,6.2
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,100,Paid,7.99,Mature 17+,Dating,21-01-2017,1.0.1,4.0 and up,17.0
OkCupid Dating,DATING,4.1,285726,10000000,Free,0.0,Mature 17+,Dating,30-07-2018,11.10.1,4.1 and up,15.0
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,100000,Free,0.0,Mature 17+,Dating,01-08-2018,2.5.2,4.1 and up,56.0
Hinge: Dating & Relationships,DATING,4.2,7779,500000,Free,0.0,Mature 17+,Dating,03-08-2018,6.1.3,5.0 and up,12.0
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,5000000,Free,0.0,Mature 17+,Dating,31-07-2018,4.17.2,4.1 and up,11.0
BBW Dating & Plus Size Chat,DATING,4.4,12632,1000000,Free,0.0,Mature 17+,Dating,27-07-2018,3.5.0.1,4.1 and up,29.0
CMB Free Dating App,DATING,4.0,48845,1000000,Free,0.0,Mature 17+,Dating,01-08-2018,4.19.0.2320,4.4 and up,40.0
eharmony - Online Dating App,DATING,3.1,31320,5000000,Free,0.0,Mature 17+,Dating,30-07-2018,6.6.5,4.1 and up,53.0
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,5000000,Free,0.0,Mature 17+,Dating,04-08-2018,1.639,4.0 and up,3.1
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,100000,Free,0.0,Mature 17+,Dating,25-07-2018,1.6.1,4.4 and up,24.0
Clover Dating App,DATING,4.1,11633,500000,Free,0.0,Mature 17+,Dating,24-07-2018,2.5.1,4.1 and up,23.0
Black People Meet Singles Date,DATING,3.9,10212,1000000,Free,0.0,Mature 17+,Dating,25-07-2018,1.9.7,4.4 and up,5.0
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,1000000,Free,0.0,Mature 17+,Dating,03-08-2018,4.4B,4.1 and up,44.0
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,10000,Free,0.0,Mature 17+,Dating,03-08-2018,1.308.us,4.1 and up,27.0
stranger chat - anonymous chat,DATING,3.5,13202,1000000,Free,0.0,Mature 17+,Dating,07-07-2018,2.4.1,4.1 and up,6.1
Free Dating Hook Up Messenger,DATING,3.3,1157,100000,Free,0.0,Mature 17+,Dating,27-01-2017,5.0.1,4.2 and up,21.0
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,10000000,Free,0.0,Mature 17+,Dating,31-07-2018,4.17.2,4.1 and up,11.0
Once - Quality Matches Every day,DATING,4.4,222888,1000000,Free,0.0,Mature 17+,Dating,17-07-2018,2.45,4.1 and up,21.0
BLK - Swipe. Match. Chat.,DATING,4.1,2067,100000,Free,0.0,Mature 17+,Dating,25-07-2018,1.6.1,4.4 and up,24.0
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,500000,Free,0.0,Mature 17+,Dating,03-07-2018,4.5.5,4.1 and up,31.0
Howlr,DATING,3.9,105,5000,Free,0.0,Mature 17+,Dating,19-06-2018,1.0.4,4.4 and up,27.0
Stranger Chat & Date,DATING,3.6,3414,500000,Free,0.0,Mature 17+,Dating,06-06-2018,1.2.1,4.1 and up,6.2
RandoChat - Chat roulette,DATING,3.6,11806,1000000,Free,0.0,Mature 17+,Dating,26-06-2018,4.0.18,4.0.3 and up,12.0
BeWild Free Dating & Chat App,DATING,3.4,1999,100000,Free,0.0,Mature 17+,Dating,03-02-2017,1.6.5,4.2 and up,8.0
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,1000000,Free,0.0,Mature 17+,Dating,27-07-2018,1.31.4,4.0.3 and up,5.9
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,1000000,Free,0.0,Mature 17+,Dating,10-07-2018,1.230,4.0.3 and up,7.9
OurTime Dating for Singles 50+,DATING,3.4,2519,100000,Free,0.0,Mature 17+,Dating,25-07-2018,1.9.7,4.4 and up,5.0
FarmersOnly Dating,DATING,3.0,1146,100000,Free,0.0,Mature 17+,Dating,25-02-2016,2.2,4.0 and up,1.4
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,500000,Free,0.0,Mature 17+,Dating,31-07-2018,4.17.2,4.1 and up,13.0
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,500000,Free,0.0,Mature 17+,Dating,25-06-2018,4.1.2,4.0.3 and up,40.0
Christian Dating For Free App,DATING,3.9,8722,500000,Free,0.0,Mature 17+,Dating,20-06-2018,15.8,4.1 and up,13.0
Just She - Top Lesbian Dating,DATING,1.9,953,100000,Free,0.0,Mature 17+,Dating,18-07-2018,6.3.7,5.0 and up,19.0
Single Parent Meet #1 Dating,DATING,3.5,2593,500000,Free,0.0,Mature 17+,Dating,25-07-2018,1.9.7,4.4 and up,5.0
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,500000,Free,0.0,Mature 17+,Dating,31-07-2018,4.8.5,4.0.3 and up,19.0
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,100000,Free,0.0,Mature 17+,Dating,30-07-2018,6.4.6,4.1 and up,27.0
InterracialCupid - Interracial Dating App,DATING,3.4,212,50000,Free,0.0,Mature 17+,Dating,13-06-2018,2.3.0.1781,5.0 and up,3.0
Sugar Mommas Dating And Single Search,DATING,3.5,1972,1000000,Free,0.0,Mature 17+,Dating,12-05-2018,4.3,4.1 and up,13.0
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,1000000,Free,0.0,Everyone,Dating,21-05-2018,2.9.6,4.0 and up,7.2
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,100000,Free,0.0,Mature 17+,Dating,24-07-2018,3.8.75a,4.0.3 and up,25.0
Sugar Daddy Dating App,DATING,2.5,277,100000,Free,0.0,Mature 17+,Dating,04-12-2017,3.0.0,4.1 and up,5.7
Adult Dirty Emojis,DATING,2.8,80,10000,Free,0.0,Teen,Dating,06-11-2017,1.0,4.0.3 and up,5.5
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,1000000,Free,0.0,Mature 17+,Dating,27-07-2018,1.31.3,4.0.3 and up,6.5
SnpCupid Dating,DATING,3.5,1093,100000,Free,0.0,Mature 17+,Dating,28-01-2017,1.6.6,4.2 and up,5.8
Adult Dating - AdultFinder,DATING,3.3,1601,500000,Free,0.0,Mature 17+,Dating,01-02-2017,1.5,4.1 and up,3.8
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,100000,Free,0.0,Mature 17+,Dating,20-06-2018,2.0.5,4.0.3 and up,41.0
"Meet24 - Love, Chat, Singles",DATING,4.2,57081,1000000,Free,0.0,Mature 17+,Dating,27-07-2018,1.31.3,4.0.3 and up,7.9
BBWCupid - BBW Dating App,DATING,3.5,241,50000,Free,0.0,Mature 17+,Dating,01-06-2018,2.2.0.1748,5.0 and up,2.8
ChatVideo Meet new people,DATING,4.2,63986,5000000,Free,0.0,Mature 17+,Dating,31-05-2018,3.0.15,4.0 and up,20.0
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,500000,Free,0.0,Mature 17+,Dating,29-04-2018,2.4.0,4.1 and up,15.0
Black White Interracial Dating - Interracial Match,DATING,4.1,535,100000,Free,0.0,Mature 17+,Dating,29-03-2018,2.0.0,4.1 and up,28.0
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,100000,Free,0.0,Mature 17+,Dating,03-08-2018,1.55,4.1 and up,9.6
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,500000,Free,0.0,Mature 17+,Dating,26-07-2018,12.0.4,4.1 and up,13.0
The League,DATING,3.0,837,100000,Free,0.0,Mature 17+,Dating,16-07-2018,1.15.0,4.4 and up,9.4
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,10000,Free,0.0,Mature 17+,Dating,01-08-2018,6.4.1,4.1 and up,27.0
Heart mill,DATING,3.3,4631,100000,Free,0.0,Mature 17+,Dating,04-08-2018,5.2.14,5.0 and up,45.0
95Live -SG#1 Live Streaming App,DATING,4.1,4953,1000000,Free,0.0,Teen,Dating,01-08-2018,8.7.2,4.2 and up,15.0
Mutual - LDS Dating,DATING,3.7,1439,50000,Free,0.0,Mature 17+,Dating,30-07-2018,1.1.46,4.2 and up,38.0
2RedBeans,DATING,4.0,337,10000,Free,0.0,Mature 17+,Dating,31-07-2018,2.8.0,4.3 and up,32.0
"SweetRing - Meet, Match, Date",DATING,4.0,51698,1000000,Free,0.0,Mature 17+,Dating,26-07-2018,3.0.0,4.0.3 and up,63.0
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,100000,Free,0.0,Mature 17+,Dating,02-08-2018,3.4.1.1,4.1 and up,44.0
SilverSingles: The 50+ Dating App,DATING,3.3,149,10000,Free,0.0,Mature 17+,Dating,31-07-2018,4.8.5,4.0.3 and up,16.0
Herpes Positive Singles Dating,DATING,4.4,198,10000,Free,0.0,Mature 17+,Dating,18-05-2018,5.5.7,4.1 and up,28.0
Glam - Premium Dating App,DATING,4.3,23170,500000,Free,0.0,Mature 17+,Dating,25-07-2018,1.5.4.0,4.1 and up,9.0
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,500000,Free,0.0,Mature 17+,Dating,19-06-2018,4.9.2 (Oasis),4.2 and up,20.0
JustDating,DATING,4.0,13440,500000,Free,0.0,Mature 17+,Dating,03-08-2018,3.10.5,4.0.3 and up,49.0
Interracial Match Dating App,DATING,3.6,143,10000,Free,0.0,Mature 17+,Dating,23-07-2018,2.2.7,4.1 and up,27.0
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,100000,Free,0.0,Mature 17+,Dating,26-07-2018,1.17,4.2 and up,18.0
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,100000,Free,0.0,Mature 17+,Dating,17-07-2018,3.1.3,4.1 and up,14.0
Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191,500000,Free,0.0,Mature 17+,Dating,12-07-2018,0.0.73,4.1 and up,27.0
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,1000000,Free,0.0,Mature 17+,Dating,26-07-2018,4.7.6,4.1 and up,38.0
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,10000,Free,0.0,Mature 17+,Dating,23-07-2018,5.2.9,4.1 and up,27.0
Hitwe - meet people and chat,DATING,4.2,243950,10000000,Free,0.0,Mature 17+,Dating,10-05-2018,4.3.2,4.1 and up,21.0
A hundred,DATING,4.1,236,10000,Free,0.0,Mature 17+,Dating,29-03-2018,3.9.2,4.0.3 and up,8.8
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,100000,Free,0.0,Mature 17+,Dating,26-07-2018,3.6.3,4.1 and up,38.0
